UserId,Influenced Billboards
71,"{1771: 0.9999522125585396, 1772: 3.9998088502341584, 1774: 1.9999044251170792, 1776: 1.9999044251170792, 1783: 0.9999522125585396, 1787: 1.9999044251170792, 1789: 0.9999522125585396, 1791: 0.9999522125585396, 1792: 0.9999522125585396, 1796: 0.9999522125585396, 1801: 0.9999522125585396, 1809: 0.9999522125585396, 1810: 0.9999522125585396, 1811: 0.9999522125585396, 1812: 1.9999044251170792, 1813: 0.9999522125585396, 1814: 1.9999044251170792, 1815: 1.9999044251170792, 1816: 2.999856637675619, 1817: 1.9999044251170792, 1822: 3.9998088502341584, 1827: 1.9999044251170792, 1829: 0.9999522125585396, 1830: 0.9999522125585396, 1835: 2.999856637675619, 1841: 3.9998088502341584, 1843: 5.999713275351239, 1847: 1.9999044251170792, 1848: 0.9999522125585396, 1851: 3.9998088502341584, 1852: 2.999856637675619, 1853: 0.9999522125585396, 1857: 1.9999044251170792, 1860: 2.999856637675619, 1862: 0.9999522125585396, 1863: 1.9999044251170792, 1864: 2.999856637675619, 1865: 0.9999522125585396, 1869: 1.9999044251170792, 1870: 2.999856637675619, 1873: 0.9999522125585396, 1875: 2.999856637675619, 1876: 1.9999044251170792, 1877: 0.9999522125585396, 1881: 1.9999044251170792, 1884: 1.9999044251170792, 1885: 3.9998088502341584, 1886: 0.9999522125585396, 1887: 0.9999522125585396, 1888: 2.999856637675619, 1897: 3.9998088502341584, 10266: 0.0022937971900984, 10467: 0.0022937971900984, 10668: 0.0022937971900984}"
72,{}
73,"{668: 0.0115999235400936, 669: 0.0115999235400936, 670: 0.0347997706202809, 671: 0.0115999235400936, 672: 0.0347997706202809, 673: 0.0115999235400936, 674: 0.0115999235400936, 675: 0.0115999235400936, 676: 0.0231998470801873, 677: 0.0115999235400936, 678: 0.0231998470801873, 679: 0.0115999235400936, 699: 0.0115999235400936, 701: 0.0115999235400936, 702: 0.0115999235400936, 703: 0.0115999235400936, 705: 0.0231998470801873, 714: 0.0115999235400936, 716: 0.0115999235400936, 717: 0.0115999235400936, 718: 0.0115999235400936, 720: 0.0231998470801873, 2526: 0.0642263213227563, 2527: 0.0642263213227563, 3135: 0.0349804071490012, 3147: 0.0174902035745006, 3776: 0.0339998088502341, 4076: 0.1254420338335085, 4199: 0.0258052183886074, 7740: 2.0171079040428177, 7752: 1.440791360030584, 7760: 1.152633088024467, 9295: 0.8610341202332027}"
74,"{7754: 0.8644748160183503, 10300: 0.0057344929752461, 10501: 0.0057344929752461, 10702: 0.0057344929752461}"
75,{}
76,"{833: 0.0231998470801873, 2857: 0.0266653923348943, 3506: 0.0201663002962821, 3507: 0.0201663002962821, 4361: 0.0129026091943037, 4371: 0.0387078275829112, 5064: 0.1496893816305075, 5259: 0.0196286915798528, 8417: 0.0321131606613781, 8421: 0.0321131606613781}"
77,"{315: 0.0115999235400936, 4625: 0.0466644365860651, 9158: 0.1230048743190289}"
78,"{3152: 0.0174902035745006, 5623: 0.0321131606613781, 6429: 0.0182356876612826, 8274: 0.2278027334416515, 10129: 0.0045875943801968, 10330: 0.0045875943801968, 10531: 0.0045875943801968}"
79,"{7566: 2.5934244480550515, 7737: 1.440791360030584}"
80,"{7949: 0.1792029054764407, 8120: 0.1490968173563987, 9308: 1.1070438688712607}"
81,"{2293: 0.0298193634712797, 5566: 0.057344929752461, 5591: 0.057344929752461, 9582: 0.0022937971900984, 9596: 0.0022937971900984, 9703: 0.0022937971900984, 9717: 0.0022937971900984, 9824: 0.0022937971900984, 9838: 0.0022937971900984, 9945: 0.0022937971900984, 9959: 0.0022937971900984, 10066: 0.0022937971900984, 10080: 0.0022937971900984, 10135: 0.0057344929752461, 10137: 0.0022937971900984, 10182: 0.0022937971900984, 10183: 0.0022937971900984, 10187: 0.0022937971900984, 10188: 0.0034406957851476, 10189: 0.0034406957851476, 10190: 0.0057344929752461, 10199: 0.0034406957851476, 10204: 0.0034406957851476, 10228: 0.0022937971900984, 10244: 0.0022937971900984, 10258: 0.0034406957851476, 10261: 0.0080282901653445, 10267: 0.0045875943801968, 10293: 0.0080282901653445, 10297: 0.0057344929752461, 10312: 0.0034406957851476, 10314: 0.0034406957851476, 10336: 0.0057344929752461, 10338: 0.0022937971900984, 10383: 0.0022937971900984, 10384: 0.0022937971900984, 10388: 0.0022937971900984, 10389: 0.0034406957851476, 10390: 0.0034406957851476, 10391: 0.0057344929752461, 10400: 0.0034406957851476, 10405: 0.0034406957851476, 10429: 0.0022937971900984, 10445: 0.0022937971900984, 10459: 0.0034406957851476, 10462: 0.0080282901653445, 10468: 0.0045875943801968, 10494: 0.0080282901653445, 10498: 0.0057344929752461, 10513: 0.0034406957851476, 10515: 0.0034406957851476, 10537: 0.0057344929752461, 10539: 0.0022937971900984, 10584: 0.0022937971900984, 10585: 0.0022937971900984, 10589: 0.0022937971900984, 10590: 0.0034406957851476, 10591: 0.0034406957851476, 10592: 0.0057344929752461, 10601: 0.0034406957851476, 10606: 0.0034406957851476, 10630: 0.0022937971900984, 10646: 0.0022937971900984, 10660: 0.0034406957851476, 10663: 0.0080282901653445, 10669: 0.0045875943801968, 10695: 0.0080282901653445, 10699: 0.0057344929752461, 10714: 0.0034406957851476, 10716: 0.0034406957851476}"
82,{}
83,{}
84,"{146: 0.0115999235400936, 1029: 0.0115999235400936, 2061: 0.0321131606613781, 3217: 0.0669024180445378, 3223: 0.0334512090222689, 3224: 0.0669024180445378, 3235: 0.0669024180445378, 3238: 0.1003536270668068, 3253: 0.0669024180445378, 3332: 0.0669024180445378, 3340: 0.0334512090222689, 3347: 0.0669024180445378, 3350: 0.0669024180445378, 3353: 0.1003536270668068, 3354: 0.0286724648762305, 3360: 0.0143362324381152, 3361: 0.0286724648762305, 3372: 0.0286724648762305, 3375: 0.0430086973143457, 3390: 0.0286724648762305, 3469: 0.0286724648762305, 3477: 0.0143362324381152, 3484: 0.0286724648762305, 3487: 0.0286724648762305, 3490: 0.0430086973143457, 6708: 0.0115999235400936, 6709: 0.0115999235400936, 6710: 0.0115999235400936, 6711: 0.0115999235400936, 7732: 1.152633088024467, 7775: 2.5934244480550515, 7785: 0.0358405810952881, 7789: 0.0358405810952881, 7801: 0.0358405810952881, 7814: 0.0716811621905763, 7945: 0.2150434865717289, 7956: 0.0298193634712797, 7960: 0.0298193634712797, 7972: 0.0298193634712797, 7985: 0.0596387269425595, 8116: 0.1789161808276785, 9031: 0.0027052470610723, 9089: 0.0321131606613781, 9090: 0.0321131606613781, 9100: 0.4920194972761158, 9272: 0.4920194972761158, 9312: 0.6150243715951448, 9325: 0.1154066711268278, 9328: 0.1154066711268278, 9333: 0.0384688903756092, 9334: 0.0769377807512185, 9344: 0.1538755615024371, 9348: 0.0384688903756092, 9359: 0.1154066711268278, 9479: 0.1154066711268278, 9492: 0.0769377807512185, 9502: 0.1923444518780464, 9504: 0.1538755615024371, 9507: 0.269282232629265, 9510: 0.2308133422536557, 9578: 0.0068813915702953, 9699: 0.0068813915702953, 9820: 0.0068813915702953, 9941: 0.0068813915702953, 10062: 0.0068813915702953, 10295: 0.0057344929752461, 10307: 0.0011468985950492, 10496: 0.0057344929752461, 10508: 0.0011468985950492, 10697: 0.0057344929752461, 10709: 0.0011468985950492}"
85,"{141: 0.0115999235400936, 143: 0.0115999235400936, 145: 0.0115999235400936, 3511: 0.0201663002962821, 6376: 0.0137627831405906, 6378: 0.0275255662811813, 6391: 0.0412883494217719, 6393: 0.0137627831405906}"
86,"{3209: 0.0174902035745006, 7667: 1.152633088024467, 7674: 1.152633088024467, 7675: 0.5763165440122335, 7685: 1.440791360030584, 9205: 0.4920194972761158, 9212: 0.2460097486380579, 9213: 0.3690146229570868, 9221: 0.7380292459141737}"
87,"{2239: 0.0596387269425595, 2587: 0.119277453885119, 3809: 0.0559113065086495, 4132: 0.2508840676670171, 4720: 0.0943668164006499, 4797: 0.0917518876039376, 6131: 0.0267609672178151, 7571: 1.152633088024467, 10281: 0.0080282901653445, 10482: 0.0080282901653445, 10683: 0.0080282901653445}"
88,"{1021: 0.0115999235400936, 5470: 0.0427778839720921, 5475: 0.0427778839720921, 10207: 0.0045875943801968, 10408: 0.0045875943801968, 10609: 0.0045875943801968}"
89,"{6113: 0.0802829016534454, 7599: 0.8644748160183503}"
90,"{2693: 0.0596387269425595, 3796: 0.0186371021695498, 3828: 0.0186371021695498, 4174: 0.1254420338335085, 5137: 0.077989104463347, 5146: 0.0194972761158367, 5157: 0.0194972761158367, 7792: 0.0358405810952881, 7963: 0.0298193634712797, 9550: 0.0034406957851476, 9565: 0.0034406957851476, 9596: 0.0022937971900984, 9671: 0.0034406957851476, 9686: 0.0034406957851476, 9717: 0.0022937971900984, 9792: 0.0034406957851476, 9807: 0.0034406957851476, 9838: 0.0022937971900984, 9913: 0.0034406957851476, 9928: 0.0034406957851476, 9959: 0.0022937971900984, 10034: 0.0034406957851476, 10049: 0.0034406957851476, 10080: 0.0022937971900984}"
91,"{7619: 0.2881582720061167, 9037: 0.0027052470610723, 9038: 0.0027052470610723, 9039: 0.0027052470610723, 9040: 0.0027052470610723, 9041: 0.0054104941221447, 9042: 0.0027052470610723, 9043: 0.0027052470610723, 9044: 0.0027052470610723, 9045: 0.0027052470610723, 9046: 0.0027052470610723, 9047: 0.0027052470610723, 9048: 0.0027052470610723, 9049: 0.0027052470610723, 9051: 0.0027052470610723, 9052: 0.0027052470610723, 9053: 0.0027052470610723, 9054: 0.0027052470610723, 9055: 0.0027052470610723, 9056: 0.0027052470610723, 9057: 0.0027052470610723, 9058: 0.0027052470610723, 9059: 0.0027052470610723, 9060: 0.0027052470610723, 9061: 0.0027052470610723, 9062: 0.0027052470610723, 9063: 0.0027052470610723, 9064: 0.0027052470610723, 9065: 0.0027052470610723, 9066: 0.0027052470610723, 9067: 0.0027052470610723, 9068: 0.0027052470610723, 9069: 0.0027052470610723, 9070: 0.0027052470610723, 9071: 0.0027052470610723, 9072: 0.0027052470610723, 9073: 0.0027052470610723, 9074: 0.0054104941221447, 9075: 0.0027052470610723, 9076: 0.0027052470610723, 9077: 0.0027052470610723, 9078: 0.0027052470610723, 9079: 0.0027052470610723, 10844: 0.0027052470610723, 10854: 0.0027052470610723}"
92,"{41: 0.0115999235400936, 66: 0.0115999235400936, 91: 0.0115999235400936, 1892: 0.9999522125585396, 4571: 0.0389945522316735, 7790: 0.0358405810952881, 7961: 0.0298193634712797, 10283: 0.0034406957851476, 10484: 0.0034406957851476, 10685: 0.0034406957851476}"
93,"{1879: 2.999856637675619, 2837: 0.0533307846697887, 2869: 0.0533307846697887, 3195: 0.0174902035745006, 4202: 0.0129026091943037, 5236: 0.0392573831597056, 5270: 0.0392573831597056, 5691: 0.0321131606613781, 5693: 0.0321131606613781, 5695: 0.0321131606613781, 5697: 0.0642263213227563, 5706: 0.2247921246296473, 5717: 0.1926789639682691, 8131: 0.0321131606613781, 8190: 0.0321131606613781, 9263: 0.6150243715951448, 10811: 0.0027052470610723, 10816: 0.0027052470610723}"
94,{2879: 0.1720347892573831}
95,"{7765: 1.7289496320367008, 7766: 1.7289496320367008, 8345: 0.1786294561789161, 9308: 1.1070438688712607}"
96,"{19: 0.0115999235400936, 28: 0.0115999235400936}"
97,{}
98,"{806: 0.0115999235400936, 2715: 0.1490968173563987, 5052: 0.0748446908152537, 6423: 0.0547070629838478}"
99,"{7920: 0.0358405810952881, 8091: 0.0298193634712797, 9114: 0.4920194972761158, 9320: 1.1070438688712607, 9484: 0.1154066711268278, 9630: 0.0022937971900984, 9751: 0.0022937971900984, 9872: 0.0022937971900984, 9993: 0.0022937971900984, 10114: 0.0022937971900984}"
100,"{2058: 0.0321131606613781, 2256: 0.0596387269425595, 3329: 0.0334512090222689, 3466: 0.0143362324381152, 4736: 0.0943668164006499, 4813: 0.0917518876039376, 7747: 1.440791360030584, 9290: 0.4920194972761158}"
101,"{3136: 0.0524706107235018, 3171: 0.0174902035745006, 4170: 0.3763261015005256, 8343: 0.1190863041192774}"
102,"{1982: 0.1773869827009462, 4948: 0.0380426263977826, 5830: 0.0958042626397782, 5982: 0.119277453885119, 8224: 0.455605466883303, 10209: 0.0034406957851476, 10234: 0.0045875943801968, 10254: 0.0022937971900984, 10281: 0.0080282901653445, 10297: 0.0057344929752461, 10410: 0.0034406957851476, 10435: 0.0045875943801968, 10455: 0.0022937971900984, 10482: 0.0080282901653445, 10498: 0.0057344929752461, 10611: 0.0034406957851476, 10636: 0.0045875943801968, 10656: 0.0022937971900984, 10683: 0.0080282901653445, 10699: 0.0057344929752461}"
103,"{2611: 0.0894580904138392, 2647: 0.0298193634712797, 3593: 0.1194686036509605, 3855: 0.0188894198604606, 4245: 0.0258052183886074, 4265: 0.0129026091943037, 4276: 0.0258052183886074, 5091: 0.0194972761158367, 8249: 0.2278027334416515, 8251: 0.455605466883303, 9534: 0.0022937971900984, 9655: 0.0022937971900984, 9776: 0.0022937971900984, 9897: 0.0022937971900984, 10018: 0.0022937971900984}"
104,"{7889: 0.1792029054764407, 8060: 0.1490968173563987, 9191: 0.3690146229570868}"
105,{}
106,"{1883: 0.9999522125585396, 5439: 0.0427778839720921, 5457: 0.0855557679441842, 5531: 0.0855557679441842, 7585: 2.5934244480550515, 7586: 0.5763165440122335, 7587: 2.0171079040428177, 7612: 0.8644748160183503, 7764: 1.7289496320367008, 7765: 1.7289496320367008, 7780: 2.3052661760489346, 9117: 0.3690146229570868, 9308: 1.1070438688712607, 10172: 0.0022937971900984, 10373: 0.0022937971900984, 10574: 0.0022937971900984}"
107,"{3559: 0.0604989008888464, 3763: 0.0113332696167447, 4130: 0.5017681353340342, 4171: 0.1254420338335085, 10256: 0.0034406957851476, 10259: 0.0022937971900984, 10457: 0.0034406957851476, 10460: 0.0022937971900984, 10658: 0.0034406957851476, 10661: 0.0022937971900984}"
108,"{2678: 0.0298193634712797, 2758: 0.0321131606613781, 2759: 0.0321131606613781, 2777: 0.0321131606613781, 2780: 0.0321131606613781, 2782: 0.0321131606613781, 2783: 0.0321131606613781, 2785: 0.0321131606613781, 3494: 0.0201663002962821, 6438: 0.0321131606613781, 6441: 0.0321131606613781, 6442: 0.0321131606613781, 6443: 0.0321131606613781, 6444: 0.0642263213227563, 6445: 0.0321131606613781, 6447: 0.0642263213227563, 6448: 0.0321131606613781, 6450: 0.0321131606613781, 6451: 0.0321131606613781, 6454: 0.0321131606613781, 6455: 0.0321131606613781, 6456: 0.0321131606613781, 6457: 0.0963394819841345, 6458: 0.0963394819841345, 6460: 0.0642263213227563, 6464: 0.0321131606613781, 6494: 0.0321131606613781, 6495: 0.0321131606613781, 6496: 0.0642263213227563, 6497: 0.0321131606613781, 6498: 0.0321131606613781, 6499: 0.0321131606613781, 6500: 0.0321131606613781, 6501: 0.0642263213227563, 6504: 0.0321131606613781, 6505: 0.0642263213227563, 6507: 0.0321131606613781, 6508: 0.0321131606613781, 6509: 0.0963394819841345, 6510: 0.0321131606613781, 6511: 0.0642263213227563, 6512: 0.0321131606613781, 6513: 0.0321131606613781, 6514: 0.0321131606613781, 6515: 0.0321131606613781, 6516: 0.0321131606613781, 6517: 0.0321131606613781, 6519: 0.0642263213227563, 6520: 0.0321131606613781, 6530: 0.0115999235400936, 6534: 0.0231998470801873, 6535: 0.0231998470801873, 6536: 0.0231998470801873, 6540: 0.0231998470801873, 6541: 0.0115999235400936, 6543: 0.0115999235400936, 6544: 0.0231998470801873, 6549: 0.0231998470801873, 6550: 0.0115999235400936, 6552: 0.0115999235400936, 6553: 0.0347997706202809, 6554: 0.0347997706202809, 6556: 0.0231998470801873, 6562: 0.0115999235400936, 6580: 0.0115999235400936, 6581: 0.0115999235400936, 6582: 0.0115999235400936, 6583: 0.0115999235400936, 6584: 0.0115999235400936, 6585: 0.0115999235400936, 6586: 0.0115999235400936, 6588: 0.0231998470801873, 6590: 0.0115999235400936, 6591: 0.0231998470801873, 6592: 0.0231998470801873, 6593: 0.0115999235400936, 6594: 0.0347997706202809, 6595: 0.0115999235400936, 6596: 0.0231998470801873, 6597: 0.0115999235400936, 6598: 0.0115999235400936, 6599: 0.0115999235400936, 6600: 0.0115999235400936, 6601: 0.0115999235400936, 6602: 0.0231998470801873, 6605: 0.0231998470801873, 6608: 0.0115999235400936, 6614: 0.0115999235400936, 6618: 0.0231998470801873, 6619: 0.0231998470801873, 6620: 0.0231998470801873, 6624: 0.0231998470801873, 6625: 0.0115999235400936, 6627: 0.0115999235400936, 6628: 0.0231998470801873, 6633: 0.0231998470801873, 6634: 0.0115999235400936, 6636: 0.0115999235400936, 6637: 0.0347997706202809, 6638: 0.0347997706202809, 6640: 0.0231998470801873, 6646: 0.0115999235400936, 6664: 0.0115999235400936, 6665: 0.0115999235400936, 6666: 0.0115999235400936, 6667: 0.0115999235400936, 6668: 0.0115999235400936, 6669: 0.0115999235400936, 6670: 0.0115999235400936, 6672: 0.0231998470801873, 6674: 0.0115999235400936, 6675: 0.0231998470801873, 6676: 0.0231998470801873, 6677: 0.0115999235400936, 6678: 0.0347997706202809, 6679: 0.0115999235400936, 6680: 0.0231998470801873, 6681: 0.0115999235400936, 6682: 0.0115999235400936, 6683: 0.0115999235400936, 6684: 0.0115999235400936, 6685: 0.0115999235400936, 6686: 0.0231998470801873, 6689: 0.0231998470801873, 6692: 0.0115999235400936, 7114: 0.0115999235400936, 7117: 0.0115999235400936, 7118: 0.0115999235400936, 7119: 0.0115999235400936, 7120: 0.0231998470801873, 7121: 0.0115999235400936, 7123: 0.0231998470801873, 7124: 0.0115999235400936, 7126: 0.0115999235400936, 7127: 0.0115999235400936, 7130: 0.0115999235400936, 7131: 0.0115999235400936, 7132: 0.0115999235400936, 7133: 0.0347997706202809, 7134: 0.0347997706202809, 7136: 0.0231998470801873, 7140: 0.0115999235400936, 7170: 0.0115999235400936, 7171: 0.0115999235400936, 7172: 0.0231998470801873, 7173: 0.0115999235400936, 7174: 0.0115999235400936, 7175: 0.0115999235400936, 7176: 0.0115999235400936, 7177: 0.0231998470801873, 7180: 0.0115999235400936, 7181: 0.0231998470801873, 7183: 0.0115999235400936, 7184: 0.0115999235400936, 7185: 0.0347997706202809, 7186: 0.0115999235400936, 7187: 0.0231998470801873, 7188: 0.0115999235400936, 7189: 0.0115999235400936, 7190: 0.0115999235400936, 7191: 0.0115999235400936, 7192: 0.0115999235400936, 7193: 0.0115999235400936, 7195: 0.0231998470801873, 7196: 0.0115999235400936, 7199: 0.0115999235400936, 7202: 0.0115999235400936, 7203: 0.0115999235400936, 7204: 0.0115999235400936, 7205: 0.0231998470801873, 7206: 0.0115999235400936, 7208: 0.0231998470801873, 7209: 0.0115999235400936, 7211: 0.0115999235400936, 7212: 0.0115999235400936, 7215: 0.0115999235400936, 7216: 0.0115999235400936, 7217: 0.0115999235400936, 7218: 0.0347997706202809, 7219: 0.0347997706202809, 7221: 0.0231998470801873, 7225: 0.0115999235400936, 7255: 0.0115999235400936, 7256: 0.0115999235400936, 7257: 0.0231998470801873, 7258: 0.0115999235400936, 7259: 0.0115999235400936, 7260: 0.0115999235400936, 7261: 0.0115999235400936, 7262: 0.0231998470801873, 7265: 0.0115999235400936, 7266: 0.0231998470801873, 7268: 0.0115999235400936, 7269: 0.0115999235400936, 7270: 0.0347997706202809, 7271: 0.0115999235400936, 7272: 0.0231998470801873, 7273: 0.0115999235400936, 7274: 0.0115999235400936, 7275: 0.0115999235400936, 7276: 0.0115999235400936, 7277: 0.0115999235400936, 7278: 0.0115999235400936, 7280: 0.0231998470801873, 7281: 0.0115999235400936, 7629: 0.5763165440122335}"
109,"{2657: 0.0298193634712797, 3545: 0.0201663002962821, 4192: 0.3763261015005256, 10220: 0.0034406957851476, 10421: 0.0034406957851476, 10622: 0.0034406957851476}"
110,"{2322: 0.0321131606613781, 2999: 0.057344929752461, 4198: 0.0387078275829112, 10237: 0.0022937971900984, 10295: 0.0057344929752461, 10438: 0.0022937971900984, 10496: 0.0057344929752461, 10639: 0.0022937971900984, 10697: 0.0057344929752461}"
111,"{852: 0.0115999235400936, 986: 0.0231998470801873, 1122: 0.0115999235400936, 1256: 0.0231998470801873, 1289: 0.0115999235400936, 1423: 0.0231998470801873, 5633: 0.0321131606613781}"
112,"{1109: 0.0115999235400936, 1111: 0.0115999235400936, 6160: 0.0267609672178151, 8309: 0.0201854152728662, 8310: 0.0201854152728662, 8311: 0.0807416610914651, 8312: 0.0403708305457325, 8313: 0.0201854152728662, 8314: 0.0201854152728662, 8315: 0.0201854152728662, 8316: 0.0201854152728662, 8317: 0.0201854152728662, 8318: 0.0201854152728662, 8319: 0.0201854152728662, 8320: 0.0201854152728662, 8321: 0.0201854152728662, 10169: 0.0022937971900984, 10370: 0.0022937971900984, 10571: 0.0022937971900984}"
